wine_index,type,quality,attribute,value
1115,white,7,residual_sugar,6.5
1115,white,7,chlorides,0.037
1115,white,7,free_sulfur_dioxide,26
1115,white,7,total_sulfur_dioxide,97
1115,white,7,density,0.99148
1115,white,7,pH,3.16
1115,white,7,sulphates,0.58
1115,white,7,alcohol,12.6
1116,red,6,fixed_acidity,6.7
1116,red,6,volatile_acidity,0.62
1116,red,6,citric_acid,0.21
1116,red,6,residual_sugar,1.9
1116,red,6,chlorides,0.079
1116,red,6,free_sulfur_dioxide,8
1116,red,6,total_sulfur_dioxide,62
1116,red,6,density,0.997
1116,red,6,pH,3.52
1116,red,6,sulphates,0.58
1116,red,6,alcohol,9.3
1117,white,6,fixed_acidity,7.7
1117,white,6,volatile_acidity,0.25
1117,white,6,citric_acid,0.43
1117,white,6,residual_sugar,4.5
1117,white,6,chlorides,0.062
1117,white,6,free_sulfur_dioxide,20
1117,white,6,total_sulfur_dioxide,115
1117,white,6,density,0.9966
1117,white,6,pH,3.38
1117,white,6,sulphates,0.5
1117,white,6,alcohol,9.9
1118,red,5,fixed_acidity,7.8
1118,red,5,volatile_acidity,0.43
1118,red,5,citric_acid,0.32
1118,red,5,residual_sugar,2.8
1118,red,5,chlorides,0.08
1118,red,5,free_sulfur_dioxide,29
1118,red,5,total_sulfur_dioxide,58
1118,red,5,density,0.9974
1118,red,5,pH,3.31
1118,red,5,sulphates,0.64
1118,red,5,alcohol,10.3
1119,red,5,fixed_acidity,7
1119,red,5,volatile_acidity,0.23
1119,red,5,citric_acid,0.4
1119,red,5,residual_sugar,1.6
1119,red,5,chlorides,0.063
1119,red,5,free_sulfur_dioxide,21
1119,red,5,total_sulfur_dioxide,67
1119,red,5,density,0.9952
1119,red,5,pH,3.5
1119,red,5,sulphates,0.63
1119,red,5,alcohol,11.1
1120,white,6,fixed_acidity,5.7
1120,white,6,volatile_acidity,0.27
1120,white,6,citric_acid,0.16
1120,white,6,residual_sugar,9
1120,white,6,chlorides,0.053
1120,white,6,free_sulfur_dioxide,32
1120,white,6,total_sulfur_dioxide,111
1120,white,6,density,0.99474
1120,white,6,pH,3.36
1120,white,6,sulphates,0.37
1120,white,6,alcohol,10.4
1121,white,7,fixed_acidity,7
1121,white,7,volatile_acidity,0.15
1121,white,7,citric_acid,0.28
1121,white,7,residual_sugar,14.7
1121,white,7,chlorides,0.051
1121,white,7,free_sulfur_dioxide,29
1121,white,7,total_sulfur_dioxide,149
1121,white,7,density,0.99792
1121,white,7,pH,2.96
1121,white,7,sulphates,0.39
1121,white,7,alcohol,9
1122,white,6,fixed_acidity,6.6
1122,white,6,volatile_acidity,0.24
1122,white,6,citric_acid,0.28
1122,white,6,residual_sugar,6.7
1122,white,6,chlorides,0.032
1122,white,6,free_sulfur_dioxide,26
1122,white,6,total_sulfur_dioxide,91
1122,white,6,density,0.99172
1122,white,6,pH,3.13
1122,white,6,sulphates,0.32
1122,white,6,alcohol,12.3
1123,white,6,fixed_acidity,7.5
1123,white,6,volatile_acidity,0.22
1123,white,6,citric_acid,0.33
1123,white,6,residual_sugar,6.7
1123,white,6,chlorides,0.036
1123,white,6,free_sulfur_dioxide,45
1123,white,6,total_sulfur_dioxide,138
1123,white,6,density,0.9939
1123,white,6,pH,3.2
1123,white,6,sulphates,0.68
1123,white,6,alcohol,11.4
1124,red,8,fixed_acidity,10.7
1124,red,8,volatile_acidity,0.35
1124,red,8,citric_acid,0.53
1124,red,8,residual_sugar,2.6
1124,red,8,chlorides,0.07
1124,red,8,free_sulfur_dioxide,5
1124,red,8,total_sulfur_dioxide,16
1124,red,8,density,0.9972
1124,red,8,pH,3.15
1124,red,8,sulphates,0.65
1124,red,8,alcohol,11
1125,white,4,fixed_acidity,8.1
1125,white,4,volatile_acidity,0.28
1125,white,4,citric_acid,0.46
1125,white,4,residual_sugar,15.4
1125,white,4,chlorides,0.059
1125,white,4,free_sulfur_dioxide,32
1125,white,4,total_sulfur_dioxide,177
1125,white,4,density,1.0004
1125,white,4,pH,3.27
1125,white,4,sulphates,0.58
1125,white,4,alcohol,9
1126,white,6,fixed_acidity,5.9
1126,white,6,volatile_acidity,0.14
1126,white,6,citric_acid,0.25
1126,white,6,residual_sugar,4.5
1126,white,6,chlorides,0.027
1126,white,6,free_sulfur_dioxide,34
1126,white,6,total_sulfur_dioxide,140
1126,white,6,density,0.9934
1126,white,6,pH,3.49
1126,white,6,sulphates,0.51
1126,white,6,alcohol,10.8
1127,red,6,fixed_acidity,6.5
1127,red,6,volatile_acidity,0.61
1127,red,6,citric_acid,0
1127,red,6,residual_sugar,2.2
1127,red,6,chlorides,0.095
1127,red,6,free_sulfur_dioxide,48
1127,red,6,total_sulfur_dioxide,59
1127,red,6,density,0.99541
1127,red,6,pH,3.61
1127,red,6,sulphates,0.7
1127,red,6,alcohol,11.5
1128,red,6,fixed_acidity,7.8
1128,red,6,volatile_acidity,0.39
1128,red,6,citric_acid,0.42
1128,red,6,residual_sugar,2
1128,red,6,chlorides,0.086
1128,red,6,free_sulfur_dioxide,9
1128,red,6,total_sulfur_dioxide,21
1128,red,6,density,0.99526
1128,red,6,pH,3.39
1128,red,6,sulphates,0.66
1128,red,6,alcohol,11.6
1129,white,4,fixed_acidity,6.1
1129,white,4,volatile_acidity,0.38
1129,white,4,citric_acid,0.14
1129,white,4,residual_sugar,3.9
1129,white,4,chlorides,0.06
1129,white,4,free_sulfur_dioxide,27
1129,white,4,total_sulfur_dioxide,113
1129,white,4,density,0.99344
1129,white,4,pH,3.07
1129,white,4,sulphates,0.34
1129,white,4,alcohol,9.2
1130,white,5,fixed_acidity,6.1
1130,white,5,volatile_acidity,0.46
1130,white,5,citric_acid,0.32
1130,white,5,residual_sugar,6.2
1130,white,5,chlorides,0.053
1130,white,5,free_sulfur_dioxide,10
1130,white,5,total_sulfur_dioxide,94
1130,white,5,density,0.99537
1130,white,5,pH,3.35
1130,white,5,sulphates,0.47
1130,white,5,alcohol,10.1
1131,red,6,fixed_acidity,7.2
1131,red,6,volatile_acidity,0.57
1131,red,6,citric_acid,0.05
1131,red,6,residual_sugar,2.3
1131,red,6,chlorides,0.081
1131,red,6,free_sulfur_dioxide,16
1131,red,6,total_sulfur_dioxide,36
1131,red,6,density,0.99564
1131,red,6,pH,3.38
1131,red,6,sulphates,0.6
1131,red,6,alcohol,10.3
1132,white,7,fixed_acidity,5.2
1132,white,7,volatile_acidity,0.31
1132,white,7,citric_acid,0.2
1132,white,7,residual_sugar,2.4
1132,white,7,chlorides,0.027
1132,white,7,free_sulfur_dioxide,27
1132,white,7,total_sulfur_dioxide,117
1132,white,7,density,0.98886
1132,white,7,pH,3.56
1132,white,7,sulphates,0.45
1132,white,7,alcohol,13
1133,white,7,fixed_acidity,5.8
1133,white,7,volatile_acidity,0.24
1133,white,7,citric_acid,0.28
1133,white,7,residual_sugar,1.4
1133,white,7,chlorides,0.038
1133,white,7,free_sulfur_dioxide,40
1133,white,7,total_sulfur_dioxide,76
1133,white,7,density,0.98711
1133,white,7,pH,3.1
1133,white,7,sulphates,0.29
1133,white,7,alcohol,13.9
1134,white,7,fixed_acidity,6.3
1134,white,7,volatile_acidity,0.35
1134,white,7,citric_acid,0.3
1134,white,7,residual_sugar,5.7
1134,white,7,chlorides,0.035
1134,white,7,free_sulfur_dioxide,8
1134,white,7,total_sulfur_dioxide,97
1134,white,7,density,0.9927
1134,white,7,pH,3.27
1134,white,7,sulphates,0.41
1134,white,7,alcohol,11
1135,white,5,fixed_acidity,9.3
1135,white,5,volatile_acidity,0.34
1135,white,5,citric_acid,0.49
1135,white,5,residual_sugar,7.3
1135,white,5,chlorides,0.052
1135,white,5,free_sulfur_dioxide,30
1135,white,5,total_sulfur_dioxide,146
1135,white,5,density,0.998
1135,white,5,pH,3.17
1135,white,5,sulphates,0.61
1135,white,5,alcohol,10.2
1136,white,5,fixed_acidity,7.5
1136,white,5,volatile_acidity,0.42
1136,white,5,citric_acid,0.14
1136,white,5,residual_sugar,10.7
1136,white,5,chlorides,0.046
1136,white,5,free_sulfur_dioxide,18
1136,white,5,total_sulfur_dioxide,95
1136,white,5,density,0.9959
1136,white,5,pH,3.22
1136,white,5,sulphates,0.33
1136,white,5,alcohol,10.7
1137,red,6,fixed_acidity,10.4
1137,red,6,volatile_acidity,0.41
1137,red,6,citric_acid,0.55
1137,red,6,residual_sugar,3.2
1137,red,6,chlorides,0.076
1137,red,6,free_sulfur_dioxide,22
1137,red,6,total_sulfur_dioxide,54
1137,red,6,density,0.9996
1137,red,6,pH,3.15
1137,red,6,sulphates,0.89
1137,red,6,alcohol,9.9
1138,red,5,fixed_acidity,8.1
1138,red,5,volatile_acidity,0.67
1138,red,5,citric_acid,0.55
1138,red,5,residual_sugar,1.8
1138,red,5,chlorides,0.117
1138,red,5,free_sulfur_dioxide,32
1138,red,5,total_sulfur_dioxide,141
1138,red,5,density,0.9968
1138,red,5,pH,3.17
1138,red,5,sulphates,0.62
1138,red,5,alcohol,9.4
1139,red,5,fixed_acidity,7.8
1139,red,5,volatile_acidity,0.63
1139,red,5,citric_acid,0.48
1139,red,5,residual_sugar,1.7
1139,red,5,chlorides,0.1
1139,red,5,free_sulfur_dioxide,14
1139,red,5,total_sulfur_dioxide,96
1139,red,5,density,0.9961
1139,red,5,pH,3.19
1139,red,5,sulphates,0.62
1139,red,5,alcohol,9.5
1140,white,7,fixed_acidity,7.4
1140,white,7,volatile_acidity,0.33
1140,white,7,citric_acid,0.26
1140,white,7,residual_sugar,2.6
1140,white,7,chlorides,0.04
1140,white,7,free_sulfur_dioxide,29
1140,white,7,total_sulfur_dioxide,115
1140,white,7,density,0.9913
1140,white,7,pH,3.07
1140,white,7,sulphates,0.52
1140,white,7,alcohol,11.8
1141,red,4,fixed_acidity,12
1141,red,4,volatile_acidity,0.63
1141,red,4,citric_acid,0.5
1141,red,4,residual_sugar,1.4
1141,red,4,chlorides,0.071
1141,red,4,free_sulfur_dioxide,6
1141,red,4,total_sulfur_dioxide,26
1141,red,4,density,0.99791
1141,red,4,pH,3.07
1141,red,4,sulphates,0.6
1141,red,4,alcohol,10.4
1142,white,7,fixed_acidity,6
1142,white,7,volatile_acidity,0.38
1142,white,7,citric_acid,0.26
1142,white,7,residual_sugar,3.5
1142,white,7,chlorides,0.035
1142,white,7,free_sulfur_dioxide,38
1142,white,7,total_sulfur_dioxide,111
1142,white,7,density,0.98872
1142,white,7,pH,3.18
1142,white,7,sulphates,0.47
1142,white,7,alcohol,13.6
1143,red,6,fixed_acidity,9.1
1143,red,6,volatile_acidity,0.5
1143,red,6,citric_acid,0.3
1143,red,6,residual_sugar,1.9
1143,red,6,chlorides,0.065
1143,red,6,free_sulfur_dioxide,8
1143,red,6,total_sulfur_dioxide,17
1143,red,6,density,0.99774
1143,red,6,pH,3.32
1143,red,6,sulphates,0.71
1143,red,6,alcohol,10.5
1144,white,6,fixed_acidity,8.8
1144,white,6,volatile_acidity,0.23
1144,white,6,citric_acid,0.74
1144,white,6,residual_sugar,3.2
1144,white,6,chlorides,0.042
1144,white,6,free_sulfur_dioxide,15
1144,white,6,total_sulfur_dioxide,126
1144,white,6,density,0.9934
1144,white,6,pH,3.02
1144,white,6,sulphates,0.51
1144,white,6,alcohol,11.2
1145,white,8,fixed_acidity,6.5
1145,white,8,volatile_acidity,0.43
1145,white,8,citric_acid,0.31
1145,white,8,residual_sugar,3.6
1145,white,8,chlorides,0.046
1145,white,8,free_sulfur_dioxide,19
1145,white,8,total_sulfur_dioxide,143
1145,white,8,density,0.99022
1145,white,8,pH,3.15
1145,white,8,sulphates,0.34
1145,white,8,alcohol,12
1146,red,6,fixed_acidity,6.8
1146,red,6,volatile_acidity,0.785
1146,red,6,citric_acid,0
1146,red,6,residual_sugar,2.4
1146,red,6,chlorides,0.104
1146,red,6,free_sulfur_dioxide,14
1146,red,6,total_sulfur_dioxide,30
1146,red,6,density,0.9966
1146,red,6,pH,3.52
1146,red,6,sulphates,0.55
1146,red,6,alcohol,10.7
1147,red,6,fixed_acidity,10
1147,red,6,volatile_acidity,0.56
1147,red,6,citric_acid,0.24
1147,red,6,residual_sugar,2.2
1147,red,6,chlorides,0.079
1147,red,6,free_sulfur_dioxide,19
1147,red,6,total_sulfur_dioxide,58
1147,red,6,density,0.9991
1147,red,6,pH,3.18
1147,red,6,sulphates,0.56
1147,red,6,alcohol,10.1
1148,red,5,fixed_acidity,7.1
1148,red,5,volatile_acidity,0.69
1148,red,5,citric_acid,0.04
1148,red,5,residual_sugar,2.1
1148,red,5,chlorides,0.068
1148,red,5,free_sulfur_dioxide,19
1148,red,5,total_sulfur_dioxide,27
1148,red,5,density,0.99712
1148,red,5,pH,3.44
1148,red,5,sulphates,0.67
1148,red,5,alcohol,9.8
1149,white,5,fixed_acidity,7.5
1149,white,5,volatile_acidity,0.27
1149,white,5,citric_acid,0.36
1149,white,5,residual_sugar,7
1149,white,5,chlorides,0.036
1149,white,5,free_sulfur_dioxide,45
1149,white,5,total_sulfur_dioxide,164
1149,white,5,density,0.9939
1149,white,5,pH,3.03
1149,white,5,sulphates,0.33
1149,white,5,alcohol,11
1150,white,6,fixed_acidity,7.3
1150,white,6,volatile_acidity,0.26
1150,white,6,citric_acid,0.31
1150,white,6,residual_sugar,1.6
1150,white,6,chlorides,0.04
1150,white,6,free_sulfur_dioxide,39
1150,white,6,total_sulfur_dioxide,173
1150,white,6,density,0.9918
1150,white,6,pH,3.19
1150,white,6,sulphates,0.51
1150,white,6,alcohol,11.4
1151,white,5,fixed_acidity,6.6
1151,white,5,volatile_acidity,0.25
1151,white,5,citric_acid,0.51
1151,white,5,residual_sugar,8
1151,white,5,chlorides,0.047
1151,white,5,free_sulfur_dioxide,61
1151,white,5,total_sulfur_dioxide,189
1151,white,5,density,0.99604
1151,white,5,pH,3.22
1151,white,5,sulphates,0.49
1151,white,5,alcohol,9.2
1152,white,7,fixed_acidity,6.6
1152,white,7,volatile_acidity,0.24
1152,white,7,citric_acid,0.3
1152,white,7,residual_sugar,11.3
1152,white,7,chlorides,0.026
1152,white,7,free_sulfur_dioxide,11
1152,white,7,total_sulfur_dioxide,77
1152,white,7,density,0.99381
1152,white,7,pH,3.13
1152,white,7,sulphates,0.55
1152,white,7,alcohol,12.8
1153,white,6,fixed_acidity,8.6
1153,white,6,volatile_acidity,0.23
1153,white,6,citric_acid,0.46
1153,white,6,residual_sugar,1
1153,white,6,chlorides,0.054
1153,white,6,free_sulfur_dioxide,9
1153,white,6,total_sulfur_dioxide,72
1153,white,6,density,0.9941
1153,white,6,pH,2.95
1153,white,6,sulphates,0.49
1153,white,6,alcohol,9.1
1154,white,6,fixed_acidity,6.2
1154,white,6,volatile_acidity,0.18
1154,white,6,citric_acid,0.3
1154,white,6,residual_sugar,1
1154,white,6,chlorides,0.031
1154,white,6,free_sulfur_dioxide,23
1154,white,6,total_sulfur_dioxide,73
1154,white,6,density,0.99032
1154,white,6,pH,3.23
1154,white,6,sulphates,0.52
1154,white,6,alcohol,11.3
1155,white,6,fixed_acidity,7.4
1155,white,6,volatile_acidity,0.25
1155,white,6,citric_acid,0.29
1155,white,6,residual_sugar,6.8
1155,white,6,chlorides,0.02
1155,white,6,free_sulfur_dioxide,31
1155,white,6,total_sulfur_dioxide,113
1155,white,6,density,0.99338
1155,white,6,pH,3.13
1155,white,6,sulphates,0.29
1155,white,6,alcohol,10.8
1156,white,7,fixed_acidity,7.1
1156,white,7,volatile_acidity,0.2
1156,white,7,citric_acid,0.27
1156,white,7,residual_sugar,9.6
1156,white,7,chlorides,0.037
1156,white,7,free_sulfur_dioxide,19
1156,white,7,total_sulfur_dioxide,105
1156,white,7,density,0.99444
1156,white,7,pH,3.04
1156,white,7,sulphates,0.37
1156,white,7,alcohol,10.5
1157,red,4,fixed_acidity,12.5
1157,red,4,volatile_acidity,0.46
1157,red,4,citric_acid,0.49
1157,red,4,residual_sugar,4.5
1157,red,4,chlorides,0.07
1157,red,4,free_sulfur_dioxide,26
1157,red,4,total_sulfur_dioxide,49
1157,red,4,density,0.9981
1157,red,4,pH,3.05
1157,red,4,sulphates,0.57
1157,red,4,alcohol,9.6
1158,white,7,fixed_acidity,6.4
1158,white,7,volatile_acidity,0.23
1158,white,7,citric_acid,0.35
1158,white,7,residual_sugar,4.6
1158,white,7,chlorides,0.039
1158,white,7,free_sulfur_dioxide,43
1158,white,7,total_sulfur_dioxide,147
1158,white,7,density,0.99216
1158,white,7,pH,3.18
1158,white,7,sulphates,0.4
1158,white,7,alcohol,11
1159,white,6,fixed_acidity,7.4
1159,white,6,volatile_acidity,0.19
1159,white,6,citric_acid,0.3
1159,white,6,residual_sugar,1.4
1159,white,6,chlorides,0.057
1159,white,6,free_sulfur_dioxide,33
1159,white,6,total_sulfur_dioxide,135
1159,white,6,density,0.993
1159,white,6,pH,3.12
1159,white,6,sulphates,0.5
1159,white,6,alcohol,9.6
1160,white,7,fixed_acidity,6.5
1160,white,7,volatile_acidity,0.24
1160,white,7,citric_acid,0.32
1160,white,7,residual_sugar,7.6
1160,white,7,chlorides,0.038
1160,white,7,free_sulfur_dioxide,48
1160,white,7,total_sulfur_dioxide,203
1160,white,7,density,0.9958
1160,white,7,pH,3.45
1160,white,7,sulphates,0.54
1160,white,7,alcohol,9.7
1161,white,5,fixed_acidity,6.3
1161,white,5,volatile_acidity,0.39
1161,white,5,citric_acid,0.22
1161,white,5,residual_sugar,2.8
1161,white,5,chlorides,0.048
1161,white,5,free_sulfur_dioxide,53
1161,white,5,total_sulfur_dioxide,173
1161,white,5,density,0.99304
1161,white,5,pH,3.24
1161,white,5,sulphates,0.45
1161,white,5,alcohol,9.8
1162,red,5,fixed_acidity,8.2
1162,red,5,volatile_acidity,0.7
1162,red,5,citric_acid,0.23
1162,red,5,residual_sugar,2
1162,red,5,chlorides,0.099
1162,red,5,free_sulfur_dioxide,14
1162,red,5,total_sulfur_dioxide,81
1162,red,5,density,0.9973
1162,red,5,pH,3.19
1162,red,5,sulphates,0.7
1162,red,5,alcohol,9.4
1163,white,6,fixed_acidity,7.2
1163,white,6,volatile_acidity,0.23
1163,white,6,citric_acid,0.38
1163,white,6,residual_sugar,14.3
1163,white,6,chlorides,0.058
1163,white,6,free_sulfur_dioxide,55
1163,white,6,total_sulfur_dioxide,194
1163,white,6,density,0.9979
1163,white,6,pH,3.09
1163,white,6,sulphates,0.44
1163,white,6,alcohol,9
1164,white,6,fixed_acidity,5.7
1164,white,6,volatile_acidity,0.18
1164,white,6,citric_acid,0.26
1164,white,6,residual_sugar,2.2
1164,white,6,chlorides,0.023
1164,white,6,free_sulfur_dioxide,21
1164,white,6,total_sulfur_dioxide,95
1164,white,6,density,0.9893
1164,white,6,pH,3.07
1164,white,6,sulphates,0.54
1164,white,6,alcohol,12.3
1165,white,5,fixed_acidity,5.6
1165,white,5,volatile_acidity,0.39
1165,white,5,citric_acid,0.24
1165,white,5,residual_sugar,4.7
1165,white,5,chlorides,0.034
1165,white,5,free_sulfur_dioxide,27
1165,white,5,total_sulfur_dioxide,77
1165,white,5,density,0.9906
1165,white,5,pH,3.28
1165,white,5,sulphates,0.36
1165,white,5,alcohol,12.7
1166,white,5,fixed_acidity,6.4
1166,white,5,volatile_acidity,0.24
1166,white,5,citric_acid,0.5
1166,white,5,residual_sugar,11.6
1166,white,5,chlorides,0.047
1166,white,5,free_sulfur_dioxide,60
1166,white,5,total_sulfur_dioxide,211
1166,white,5,density,0.9966
1166,white,5,pH,3.18
1166,white,5,sulphates,0.57
1166,white,5,alcohol,9.3
1167,white,6,fixed_acidity,6.7
1167,white,6,volatile_acidity,0.16
1167,white,6,citric_acid,0.36
1167,white,6,residual_sugar,2
1167,white,6,chlorides,0.045
1167,white,6,free_sulfur_dioxide,24
1167,white,6,total_sulfur_dioxide,131
1167,white,6,density,0.99284
1167,white,6,pH,3.3
1167,white,6,sulphates,0.59
1167,white,6,alcohol,10.5
1168,white,5,fixed_acidity,9.4
1168,white,5,volatile_acidity,0.23
1168,white,5,citric_acid,0.56
1168,white,5,residual_sugar,16.45
1168,white,5,chlorides,0.063
1168,white,5,free_sulfur_dioxide,52.5
1168,white,5,total_sulfur_dioxide,282
1168,white,5,density,1.00098
1168,white,5,pH,3.1
1168,white,5,sulphates,0.51
1168,white,5,alcohol,9.3
1169,white,5,fixed_acidity,7.2
1169,white,5,volatile_acidity,0.31
1169,white,5,citric_acid,0.35
1169,white,5,residual_sugar,7.2
1169,white,5,chlorides,0.046
1169,white,5,free_sulfur_dioxide,45
1169,white,5,total_sulfur_dioxide,178
1169,white,5,density,0.9955
1169,white,5,pH,3.14
1169,white,5,sulphates,0.53
1169,white,5,alcohol,9.7
1170,red,6,fixed_acidity,8.9
1170,red,6,volatile_acidity,0.59
1170,red,6,citric_acid,0.5
1170,red,6,residual_sugar,2
1170,red,6,chlorides,0.337
1170,red,6,free_sulfur_dioxide,27
1170,red,6,total_sulfur_dioxide,81
1170,red,6,density,0.9964
1170,red,6,pH,3.04
1170,red,6,sulphates,1.61
1170,red,6,alcohol,9.5
1171,red,5,fixed_acidity,6.5
1171,red,5,volatile_acidity,0.46
1171,red,5,citric_acid,0.14
1171,red,5,residual_sugar,2.4
1171,red,5,chlorides,0.114
1171,red,5,free_sulfur_dioxide,9
1171,red,5,total_sulfur_dioxide,37
1171,red,5,density,0.99732
1171,red,5,pH,3.66
1171,red,5,sulphates,0.65
1171,red,5,alcohol,9.8
1172,white,5,fixed_acidity,8.2
1172,white,5,volatile_acidity,0.36
1172,white,5,citric_acid,0.29
1172,white,5,residual_sugar,7.6
1172,white,5,chlorides,0.035
1172,white,5,free_sulfur_dioxide,37
1172,white,5,total_sulfur_dioxide,122
1172,white,5,density,0.9939
1172,white,5,pH,3.16
1172,white,5,sulphates,0.34
1172,white,5,alcohol,12
1173,red,6,fixed_acidity,7.9
1173,red,6,volatile_acidity,0.24
1173,red,6,citric_acid,0.4
1173,red,6,residual_sugar,1.6
1173,red,6,chlorides,0.056
1173,red,6,free_sulfur_dioxide,11
1173,red,6,total_sulfur_dioxide,25
1173,red,6,density,0.9967
1173,red,6,pH,3.32
1173,red,6,sulphates,0.87
1173,red,6,alcohol,8.7
1174,white,7,fixed_acidity,6.8
1174,white,7,volatile_acidity,0.17
1174,white,7,citric_acid,0.35
1174,white,7,residual_sugar,1.8
1174,white,7,chlorides,0.04
1174,white,7,free_sulfur_dioxide,29
1174,white,7,total_sulfur_dioxide,84
1174,white,7,density,0.98961
1174,white,7,pH,2.91
1174,white,7,sulphates,0.57
1174,white,7,alcohol,12
1175,white,5,fixed_acidity,6.3
1175,white,5,volatile_acidity,0.25
1175,white,5,citric_acid,0.44
1175,white,5,residual_sugar,11.6
1175,white,5,chlorides,0.041
1175,white,5,free_sulfur_dioxide,48
1175,white,5,total_sulfur_dioxide,195
1175,white,5,density,0.9968
1175,white,5,pH,3.18
1175,white,5,sulphates,0.52
1175,white,5,alcohol,9.5
1176,red,5,fixed_acidity,6.6
1176,red,5,volatile_acidity,0.725
1176,red,5,citric_acid,0.2
1176,red,5,residual_sugar,7.8
1176,red,5,chlorides,0.073
1176,red,5,free_sulfur_dioxide,29
1176,red,5,total_sulfur_dioxide,79
1176,red,5,density,0.9977
1176,red,5,pH,3.29
1176,red,5,sulphates,0.54
1176,red,5,alcohol,9.2
1177,white,6,fixed_acidity,8.1
1177,white,6,volatile_acidity,0.2
1177,white,6,citric_acid,0.28
1177,white,6,residual_sugar,0.9
1177,white,6,chlorides,0.023
1177,white,6,free_sulfur_dioxide,49
1177,white,6,total_sulfur_dioxide,87
1177,white,6,density,0.99062
1177,white,6,pH,2.92
1177,white,6,sulphates,0.36
1177,white,6,alcohol,11.1
1178,white,5,fixed_acidity,7.6
1178,white,5,volatile_acidity,0.26
1178,white,5,citric_acid,0.58
1178,white,5,residual_sugar,7.9
1178,white,5,chlorides,0.041
1178,white,5,free_sulfur_dioxide,62
1178,white,5,total_sulfur_dioxide,180
1178,white,5,density,0.9966
1178,white,5,pH,3.07
1178,white,5,sulphates,0.38
1178,white,5,alcohol,9
1179,red,5,fixed_acidity,7.6
1179,red,5,volatile_acidity,0.52
1179,red,5,citric_acid,0.12
1179,red,5,residual_sugar,3
1179,red,5,chlorides,0.067
1179,red,5,free_sulfur_dioxide,12
1179,red,5,total_sulfur_dioxide,53
1179,red,5,density,0.9971
1179,red,5,pH,3.36
1179,red,5,sulphates,0.57
1179,red,5,alcohol,9.1
1180,red,5,fixed_acidity,7.3
1180,red,5,volatile_acidity,0.49
1180,red,5,citric_acid,0.1
1180,red,5,residual_sugar,2.6
1180,red,5,chlorides,0.068
1180,red,5,free_sulfur_dioxide,4
1180,red,5,total_sulfur_dioxide,14
1180,red,5,density,0.99562
1180,red,5,pH,3.3
1180,red,5,sulphates,0.47
1180,red,5,alcohol,10.5
1181,red,5,fixed_acidity,15.6
1181,red,5,volatile_acidity,0.645
1181,red,5,citric_acid,0.49
1181,red,5,residual_sugar,4.2
1181,red,5,chlorides,0.095
1181,red,5,free_sulfur_dioxide,10
1181,red,5,total_sulfur_dioxide,23
1181,red,5,density,1.00315
1181,red,5,pH,2.92
1181,red,5,sulphates,0.74
1181,red,5,alcohol,11.1
1182,white,5,fixed_acidity,7.7
1182,white,5,volatile_acidity,0.3
1182,white,5,citric_acid,0.42
1182,white,5,residual_sugar,14.3
1182,white,5,chlorides,0.045
1182,white,5,free_sulfur_dioxide,45
1182,white,5,total_sulfur_dioxide,213
1182,white,5,density,0.9991
1182,white,5,pH,3.18
1182,white,5,sulphates,0.63
1182,white,5,alcohol,9.2
1183,white,5,fixed_acidity,7
1183,white,5,volatile_acidity,0.14
1183,white,5,citric_acid,0.28
1183,white,5,residual_sugar,1.3
1183,white,5,chlorides,0.026
1183,white,5,free_sulfur_dioxide,10
1183,white,5,total_sulfur_dioxide,56
1183,white,5,density,0.99352
1183,white,5,pH,3.46
1183,white,5,sulphates,0.45
1183,white,5,alcohol,9.9
1184,red,6,fixed_acidity,9.1
1184,red,6,volatile_acidity,0.28
1184,red,6,citric_acid,0.48
1184,red,6,residual_sugar,1.8
1184,red,6,chlorides,0.067
1184,red,6,free_sulfur_dioxide,26
1184,red,6,total_sulfur_dioxide,46
1184,red,6,density,0.9967
1184,red,6,pH,3.32
1184,red,6,sulphates,1.04
1184,red,6,alcohol,10.6
1185,white,5,fixed_acidity,5.8
1185,white,5,volatile_acidity,0.27
1185,white,5,citric_acid,0.2
1185,white,5,residual_sugar,7.3
1185,white,5,chlorides,0.04
1185,white,5,free_sulfur_dioxide,42
1185,white,5,total_sulfur_dioxide,145
1185,white,5,density,0.99442
1185,white,5,pH,3.15
1185,white,5,sulphates,0.48
1185,white,5,alcohol,9.8
1186,red,6,fixed_acidity,7.3
1186,red,6,volatile_acidity,0.305
1186,red,6,citric_acid,0.39
1186,red,6,residual_sugar,1.2
1186,red,6,chlorides,0.059
1186,red,6,free_sulfur_dioxide,7
1186,red,6,total_sulfur_dioxide,11
1186,red,6,density,0.99331
1186,red,6,pH,3.29
1186,red,6,sulphates,0.52
1186,red,6,alcohol,11.5
1187,white,7,fixed_acidity,7.3
1187,white,7,volatile_acidity,0.19
1187,white,7,citric_acid,0.49
1187,white,7,residual_sugar,15.55
1187,white,7,chlorides,0.058
1187,white,7,free_sulfur_dioxide,50
1187,white,7,total_sulfur_dioxide,134
1187,white,7,density,0.9998
1187,white,7,pH,3.42
1187,white,7,sulphates,0.36
1187,white,7,alcohol,9.1
1188,white,6,fixed_acidity,7.8
1188,white,6,volatile_acidity,0.43
1188,white,6,citric_acid,0.49
1188,white,6,residual_sugar,13
1188,white,6,chlorides,0.033
1188,white,6,free_sulfur_dioxide,37
1188,white,6,total_sulfur_dioxide,158
1188,white,6,density,0.9955
1188,white,6,pH,3.14
