order,family,Genus,species,mass_g,gestation_mo,newborn_g,weaning_mo,wean_mass_g,AFR_mo,max_life_mo,litter_size,litters_per_year
Rodentia,Muridae,Microtus,richardsoni,106.2,0.9,5.05,0.7,31.09,NA,NA,5.8,2
Rodentia,Muridae,Microtus,xanthognathus,141.5,NA,3.5,1,NA,NA,NA,8.25,2
Rodentia,Muridae,Microtus,pennsylvanicus,43.67,0.7,2.46,0.48,13.6,0.94,16,4.96,2.58
Rodentia,Muridae,Microtus,pinetorum,25.5,0.75,2.32,0.68,9.63,3.21,NA,2.89,2.74
Rodentia,Muridae,Microtus,gregalis,47.5,NA,NA,NA,NA,NA,NA,NA,3
Rodentia,Muridae,Microtus,guentheri,51.6,0.7,3,0.59,15,6.17,47,5.96,3.33
Rodentia,Muridae,Microtus,oeconomus,93.33,0.71,2.43,0.71,15.9,0.94,21,5.76,3.38
Rodentia,Muridae,Microtus,agrestis,46,0.68,2.3,0.44,8.94,1.17,39,4.42,3.61
Rodentia,Muridae,Microtus,subterraneus,19.5,0.71,1.6,0.79,9.44,3.17,34,2.68,4
Rodentia,Muridae,Microtus,ochrogaster,40,0.74,3.02,0.67,16.68,1.56,35,3.8,4
Rodentia,Muridae,Microtus,oregoni,20.5,0.78,1.63,0.46,10,1.05,NA,3.28,4.4
Rodentia,Muridae,Microtus,montanus,49.5,0.7,3.05,0.54,9.33,0.82,NA,4.82,4.5
Rodentia,Muridae,Microtus,californicus,53.5,0.71,2.83,0.6,17.67,2.18,NA,4.54,4.83
Rodentia,Muridae,Microtus,socialis,48,0.65,2.1,NA,NA,1.1,NA,4.96,5
Rodentia,Muridae,Microtus,arvalis,27.5,0.69,1.85,0.58,8.87,1.57,36,5.11,5.5
Rodentia,Muridae,Microtus,fortis,63,NA,NA,NA,NA,3.75,NA,5,6
Rodentia,Muridae,Millardia,meltada,70,0.62,NA,NA,NA,2.96,NA,5.62,4.5
Rodentia,Muridae,Mus,caroli,11.25,0.69,1.2,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Mus,spretus,12.8,NA,NA,NA,NA,1.34,NA,NA,NA
Rodentia,Muridae,Mus,mayori,NA,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Mus,cervicolor,17.7,0.65,1.5,NA,NA,NA,NA,4.13,NA
Rodentia,Muridae,Mus,musculoides,6,NA,NA,NA,NA,NA,NA,4.5,NA
Rodentia,Muridae,Mus,platythrix,28.2,NA,NA,NA,NA,NA,NA,5.7,NA
Rodentia,Muridae,Mus,booduga,9.22,NA,NA,NA,NA,NA,NA,6.72,NA
Rodentia,Muridae,Mus,triton,12.45,0.67,1.3,0.92,4.5,1.67,NA,6,3
Rodentia,Muridae,Mus,minutoides,7.25,0.67,0.97,0.69,3.34,1.98,37,3.83,4
Rodentia,Muridae,Mus,musculus,20.5,0.69,1.25,0.72,8.95,2.37,72,6.07,4.57
Rodentia,Muridae,Myomys,fumatus,30,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Myomys,derooi,32,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Myomys,daltoni,33.5,0.97,1.5,NA,8,4.54,NA,5.64,NA
Rodentia,Muridae,Myopus,schisticolor,25,0.71,3.2,0.67,15.65,1.07,12,4.63,2
Rodentia,Muridae,Myospalax,myospalax,NA,NA,NA,NA,NA,NA,NA,3,1
Rodentia,Muridae,Mystromys,albicaudatus,106,1.26,6.25,1.07,39,3.28,72,3.18,NA
Rodentia,Muridae,Nannospalax,leucodon,178,NA,5,1.5,NA,NA,NA,3.5,1
Rodentia,Muridae,Neacomys,tenuipes,19,NA,NA,NA,NA,1,NA,3.8,6.1
Rodentia,Muridae,Nectomys,squamipes,290,NA,NA,NA,NA,NA,NA,4.13,NA
Rodentia,Muridae,Nectomys,parvipes,257.5,NA,NA,NA,NA,NA,NA,4.5,NA
Rodentia,Muridae,Neofiber,alleni,269,0.93,11.08,0.75,NA,2.98,NA,2.34,4.53
Rodentia,Muridae,Neotoma,devia,96.7,1.2,10,0.7,NA,2.5,NA,2.1,NA
Rodentia,Muridae,Neotoma,fuscipes,233.58,1.02,12.1,0.88,NA,6,NA,2.65,1.17
Rodentia,Muridae,Neotoma,stephensi,142,1.03,10.6,1.31,35,9.5,NA,1.08,1.95
Rodentia,Muridae,Neotoma,cinerea,335.5,0.98,13.5,0.9,107.03,11.59,36,3.68,2
Rodentia,Muridae,Neotoma,phenax,227.5,NA,NA,NA,NA,NA,NA,2,2
Rodentia,Muridae,Neotoma,mexicana,203,1.09,10.4,NA,NA,2,NA,2.1,2
Rodentia,Muridae,Neotoma,albigula,198,1.19,11.35,0.96,78.15,5,92,2.15,2
Rodentia,Muridae,Neotoma,lepida,125.33,1.1,8.96,0.95,34.63,4.21,67,2.92,2
Rodentia,Muridae,Neotoma,micropus,236.33,1.14,11.7,0.87,35.6,4.48,40,2.51,2.4
Rodentia,Muridae,Neotoma,floridana,370.5,1.2,13.28,0.73,50.45,4.71,36,3.1,2.5
Rodentia,Muridae,Neotomodon,alstoni,50,0.91,3.4,NA,NA,3.99,NA,3.25,2
Rodentia,Muridae,Nesokia,indica,143.5,0.57,NA,NA,NA,NA,NA,4.09,NA
Rodentia,Muridae,Niviventer,niviventer,66.4,NA,3.75,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Notomys,cervinus,35,1.4,3,1.09,NA,5.3,NA,2.83,NA
Rodentia,Muridae,Notomys,fuscus,35,1.14,NA,1,NA,2.7,NA,2.9,NA
Rodentia,Muridae,Notomys,aquilo,39,1.75,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Notomys,mitchellii,52,1.21,NA,1,NA,2.4,NA,3.27,NA
Rodentia,Muridae,Notomys,alexis,35,1.16,2.83,0.98,12.5,2.5,62,3.89,NA
Rodentia,Muridae,Nyctomys,sumichrasti,53.33,1.09,5.2,0.7,40,NA,62,2,NA
Rodentia,Muridae,Ochrotomys,nuttalli,22,0.95,2.63,0.63,10.9,NA,101,2.55,NA
Rodentia,Muridae,Oecomys,concolor,60.67,NA,NA,NA,NA,3,NA,3.6,4.2
Rodentia,Muridae,Oenomys,hypoxanthus,85.5,NA,NA,1,30,3.83,NA,3.92,NA
Rodentia,Muridae,Oligoryzomys,nigripes,22.65,0.83,3.3,0.49,NA,1.93,NA,3.3,NA
Rodentia,Muridae,Oligoryzomys,flavescens,21,NA,NA,NA,NA,NA,NA,3.4,NA
Rodentia,Muridae,Oligoryzomys,longicaudatus,27.75,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Muridae,Ondatra,zibethicus,1135.8,0.91,21.92,0.84,152.1,4.96,120,6.28,2.68
Rodentia,Muridae,Onychomys,leucogaster,40,1.08,2.65,0.91,13.2,4.06,60,3.63,2.5
Rodentia,Muridae,Onychomys,torridus,19,0.97,2.32,0.69,9.35,2.1,55,3.58,2.6
Rodentia,Muridae,Oryzomys,subflavus,7.5,NA,NA,1,NA,NA,NA,4.8,NA
Rodentia,Muridae,Oryzomys,palustris,47.67,0.8,3.42,0.5,22.25,1.78,NA,3.77,5.5
Rodentia,Muridae,Oryzomys,capito,63.15,0.88,3.85,NA,NA,1.45,NA,3.33,5.93
Rodentia,Muridae,Otomys,sloggetti,121,1.27,11.4,0.6,27.5,2.75,NA,1.44,NA
Rodentia,Muridae,Otomys,typus,NA,NA,12.5,NA,NA,NA,NA,1.5,NA
Rodentia,Muridae,Otomys,denti,NA,NA,20,NA,NA,NA,NA,1.79,NA
Rodentia,Muridae,Otomys,angoniensis,150.95,NA,NA,NA,NA,NA,NA,2.92,NA
Rodentia,Muridae,Otomys,irroratus,146.85,1.3,14.5,0.42,30,2.7,22,1.78,4.25
Rodentia,Muridae,Ototylomys,phyllotis,101,1.81,10.2,1.08,NA,0.86,NA,2.3,NA
Rodentia,Muridae,Oxymycterus,rufus,85.5,NA,NA,0.47,NA,3.54,NA,3.02,NA
Rodentia,Muridae,Pachyuromys,duprasi,32.5,0.71,NA,0.97,NA,NA,53,4.06,NA
Rodentia,Muridae,Parotomys,brantsii,120,NA,NA,NA,NA,4.07,NA,NA,NA
Rodentia,Muridae,Pelomys,minor,50,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Muridae,Pelomys,fallax,118,NA,NA,NA,NA,NA,NA,2.67,NA
Rodentia,Muridae,Peromyscus,hooperi,36,1.12,2.62,0.76,10.07,2.3,NA,NA,NA
Rodentia,Muridae,Peromyscus,megalops,71,NA,3.9,0.74,16,1.57,NA,1.8,NA
Rodentia,Muridae,Peromyscus,melanocarpus,59,1.12,4.5,0.73,NA,NA,NA,1.9,NA
Rodentia,Muridae,Peromyscus,mexicanus,60.5,1.09,4.4,NA,NA,NA,NA,2.27,NA
Rodentia,Muridae,Peromyscus,interparietalis,NA,NA,2.74,0.62,NA,NA,NA,2.4,NA
Rodentia,Muridae,Peromyscus,perfulvus,40,1.44,3,NA,NA,NA,NA,2.6,NA
Rodentia,Muridae,Peromyscus,melanophrys,40,0.82,NA,1.05,NA,NA,NA,2.95,NA
Rodentia,Muridae,Peromyscus,pectoralis,31.5,0.77,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Peromyscus,gratus,26.9,0.87,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Peromyscus,boylii,28.7,0.82,2.2,0.88,NA,1.62,NA,3.19,NA
Rodentia,Muridae,Peromyscus,yucatanicus,26.3,1.03,2.5,NA,13.1,NA,NA,3.5,NA
Rodentia,Muridae,Peromyscus,gossypinus,29,0.83,2.2,0.81,13.69,1.68,NA,3.6,NA
Rodentia,Muridae,Peromyscus,difficilis,28,NA,NA,0.87,NA,NA,NA,3.9,NA
Rodentia,Muridae,Peromyscus,attwateri,30,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Muridae,Peromyscus,nasutus,28,NA,NA,NA,NA,NA,NA,5,NA
Rodentia,Muridae,Peromyscus,sitkensis,28.3,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Muridae,Peromyscus,crinitus,16.33,0.82,2.2,0.87,13.87,3.77,NA,3.08,2.05
Rodentia,Muridae,Peromyscus,polionotus,14,0.79,1.63,0.76,6.77,0.99,NA,3.6,2.7
Rodentia,Muridae,Peromyscus,truei,27,0.99,2.32,0.85,10.5,1.18,NA,3.5,3.4
Rodentia,Muridae,Peromyscus,maniculatus,20.5,0.88,1.83,0.84,8.95,2.58,100,4.73,3.4
Rodentia,Muridae,Peromyscus,eremicus,25,0.85,2.33,0.82,NA,4.23,NA,2.63,3.5
Rodentia,Muridae,Peromyscus,leucopus,23,0.83,1.89,0.77,9.58,2.33,NA,4.42,3.9
Rodentia,Muridae,Peromyscus,californicus,42,0.97,4.46,0.98,18.65,1.5,NA,2.02,4.56
Rodentia,Muridae,Peromyscus,melanotis,39.6,0.84,1.67,NA,NA,NA,NA,4.26,7.5
Rodentia,Muridae,Petromyscus,collinus,21,NA,2.1,1.05,NA,NA,NA,2.56,1
Rodentia,Muridae,Phenacomys,ungava,27,0.75,2.4,0.68,10,1.25,48,4.9,NA
Rodentia,Muridae,Phenacomys,intermedius,33,0.71,2.18,0.63,15.28,1.21,48,4.58,2.3
Rodentia,Muridae,Phodopus,campbelli,23.4,NA,NA,NA,NA,1.5,NA,NA,3.5
Rodentia,Muridae,Phodopus,sungorus,23.4,0.65,1.77,0.65,14.8,3.95,38,5,3.5
Rodentia,Muridae,Phodopus,roborovskii,NA,0.7,1.45,0.63,18.1,8,NA,6,3.5
Rodentia,Muridae,Phyllotis,darwini,50.83,1.12,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Pithecheir,parvus,104,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Podomys,floridanus,31.25,0.77,2.4,0.84,11.5,NA,89,2.74,NA
Rodentia,Muridae,Pogonomelomys,sevia,60.9,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Muridae,Pogonomys,sylvestris,39.1,NA,NA,NA,NA,NA,NA,1.67,NA
Rodentia,Muridae,Pogonomys,loriae,95,NA,NA,NA,NA,NA,NA,1.67,NA
Rodentia,Muridae,Pogonomys,macrourus,45.1,NA,NA,NA,NA,NA,29,2.33,NA
Rodentia,Muridae,Praomys,jacksoni,40,1.18,NA,1,20,2.37,NA,3.2,NA
Rodentia,Muridae,Praomys,morio,21,1.04,2.7,0.94,NA,3.04,NA,3.33,NA
Rodentia,Muridae,Praomys,tullbergi,36.97,0.8,2.7,0.82,10.5,2.69,62,3.5,NA
Rodentia,Muridae,Praomys,delectorum,27,NA,NA,NA,NA,NA,NA,6,NA
Rodentia,Muridae,Psammomys,obesus,177.33,0.88,6.25,0.89,40,5.49,NA,3.53,NA
Rodentia,Muridae,Pseudomys,fuscus,148,1.28,7.25,1.29,NA,NA,NA,1.78,NA
Rodentia,Muridae,Pseudomys,oralis,95,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Muridae,Pseudomys,hermannsburgensis,12,1.06,NA,1,NA,2.51,NA,2.75,NA
Rodentia,Muridae,Pseudomys,pilligaensis,11,0.93,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Pseudomys,delicatulus,11,0.99,1,1,NA,NA,NA,3,NA
Rodentia,Muridae,Pseudomys,gracilicaudatus,63,0.9,4.35,0.94,24,NA,NA,3,NA
Rodentia,Muridae,Pseudomys,desertor,25,0.98,NA,0.84,NA,2.5,NA,3,NA
Rodentia,Muridae,Pseudomys,nanus,34,0.8,NA,0.77,NA,3.33,NA,3,NA
Rodentia,Muridae,Pseudomys,australis,65,1.02,4,0.87,12.5,3.59,67,3.15,NA
Rodentia,Muridae,Pseudomys,fieldi,45,0.82,NA,1,NA,NA,NA,3.5,NA
Rodentia,Muridae,Pseudomys,praeconis,45,1,NA,1,NA,NA,NA,3.5,NA
Rodentia,Muridae,Pseudomys,shortridgei,64,NA,NA,NA,NA,11,NA,3,1
Rodentia,Muridae,Pseudomys,albocinereus,26,1.27,NA,1,NA,2.5,NA,4.27,1
Rodentia,Muridae,Pseudomys,higginsi,60.1,1.07,5,0.98,NA,9,48,3.2,1.5
Rodentia,Muridae,Pseudomys,fumeus,70,NA,NA,NA,NA,NA,NA,3.5,1.5
Rodentia,Muridae,Pseudomys,apodemoides,20,1.48,NA,1.17,11,NA,NA,4.5,3
Rodentia,Muridae,Pseudomys,novaehollandiae,18,1.06,1.8,0.91,NA,3.01,NA,3.67,3.5
Rodentia,Muridae,Rattus,colletti,61,NA,NA,NA,NA,2,NA,NA,NA
Rodentia,Muridae,Rattus,villosissimus,200,NA,NA,NA,NA,2.33,NA,NA,NA
Rodentia,Muridae,Rattus,tiomanicus,127.5,0.77,4.1,NA,NA,NA,NA,3.35,NA
Rodentia,Muridae,Rattus,leucopus,124,0.75,NA,0.83,NA,3.69,NA,3.5,NA
Rodentia,Muridae,Rattus,steini,155,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Muridae,Rattus,praetor,139.35,NA,NA,NA,NA,NA,NA,5,NA
Rodentia,Muridae,Rattus,tunneyi,113.5,0.72,NA,0.75,NA,1.24,NA,5.75,NA
Rodentia,Muridae,Rattus,sordidus,125,0.72,3,NA,NA,2.07,NA,6,NA
Rodentia,Muridae,Rattus,argentiventer,202,0.71,NA,NA,NA,1.6,NA,6.94,NA
Rodentia,Muridae,Rattus,lutreolus,115,0.88,4.87,0.83,25,2.6,29,4.91,2.53
Rodentia,Muridae,Rattus,fuscipes,133,0.86,4.5,0.97,21.28,3.51,NA,4.08,3.3
Rodentia,Muridae,Rattus,exulans,70,0.73,2.62,0.78,22.76,4.08,NA,3.63,3.37
Rodentia,Muridae,Rattus,norvegicus,280,0.71,5.81,0.82,63.75,2.22,NA,8.72,3.68
Rodentia,Muridae,Rattus,rattus,246.5,0.74,4.55,0.86,39.68,3.82,50,5.95,4.28
Rodentia,Muridae,Reithrodon,auritus,72.17,NA,NA,NA,NA,2,NA,4.53,NA
Rodentia,Muridae,Reithrodontomys,humulis,10.3,0.75,1.09,0.76,NA,3.44,27,2.9,NA
Rodentia,Muridae,Reithrodontomys,megalotis,11.03,0.76,1.33,0.7,NA,3.53,NA,3.32,NA
Rodentia,Muridae,Reithrodontomys,montanus,9,0.74,1.04,0.49,5.4,2.46,NA,4.14,NA
Rodentia,Muridae,Reithrodontomys,raviventris,11.05,NA,NA,NA,NA,NA,NA,3.85,1
Rodentia,Muridae,Reithrodontomys,fulvescens,12.5,NA,1.08,0.48,3.25,NA,NA,3.1,2
Rodentia,Muridae,Rhabdomys,pumilio,51,0.83,2.67,0.49,8.45,1.78,35,6.56,4
Rodentia,Muridae,Rhipidomys,latimanus,57.5,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Rhipidomys,mastacalis,75,NA,NA,NA,NA,NA,NA,3.8,3.5
Rodentia,Muridae,Rhizomys,sumatrensis,3e3,NA,NA,3,NA,NA,NA,NA,NA
Rodentia,Muridae,Rhizomys,pruinosus,2450,NA,NA,4,NA,NA,NA,NA,NA
Rodentia,Muridae,Rhombomys,opimus,143,0.92,4.75,0.73,NA,3.5,48,5.76,2.5
Rodentia,Muridae,Saccostomus,campestris,47.38,0.69,2.6,1,NA,2.17,33,6.99,NA
Rodentia,Muridae,Scotinomys,teguina,12,1.01,1.35,0.68,NA,1.13,NA,2.79,NA
Rodentia,Muridae,Scotinomys,xerampelinus,15,1.09,1.35,0.79,NA,1.73,NA,3.03,NA
Rodentia,Muridae,Sekeetamys,calurus,38.5,NA,NA,NA,NA,NA,65,2.85,NA
Rodentia,Muridae,Sigmodon,leucotis,135.5,1.17,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Sigmodon,ochrognathus,113.67,1.15,5.55,0.5,35.55,1.36,NA,3.75,NA
Rodentia,Muridae,Sigmodon,fulviventer,211,1.17,NA,NA,NA,1.5,NA,5,NA
Rodentia,Muridae,Sigmodon,hispidus,185,0.89,6.69,0.49,23.56,1.31,62,5.58,2
Rodentia,Muridae,Sigmodon,alstoni,55.7,NA,NA,NA,NA,2,NA,5,5
Rodentia,Muridae,Spalax,microphthalmus,NA,NA,NA,NA,NA,NA,NA,2.61,1
Rodentia,Muridae,Steatomys,krebsii,24,NA,NA,NA,NA,NA,NA,4.4,NA
Rodentia,Muridae,Steatomys,pratensis,25.53,NA,1.55,NA,NA,NA,NA,4.67,NA
Rodentia,Muridae,Stochomys,longicaudatus,74.5,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Sundamys,muelleri,334,NA,NA,NA,NA,NA,24,3.8,NA
Rodentia,Muridae,Synaptomys,cooperi,37.05,0.77,3.46,0.75,20,NA,30,3.34,2.5
Rodentia,Muridae,Synaptomys,borealis,21.3,NA,NA,NA,NA,NA,NA,4.4,2.5
Rodentia,Muridae,Tachyoryctes,ruandae,NA,1.58,14,NA,NA,NA,NA,1.5,NA
Rodentia,Muridae,Tachyoryctes,splendens,207.5,1.36,20,1.3,NA,4.99,37,1.44,2.07
Rodentia,Muridae,Tateomys,rhinogradoides,84,NA,NA,NA,82.8,NA,NA,NA,NA
Rodentia,Muridae,Tatera,inclusa,131,0.77,NA,0.73,NA,3.4,NA,NA,NA
Rodentia,Muridae,Tatera,leucogaster,64.86,NA,2.8,0.93,19,NA,NA,4.54,NA
Rodentia,Muridae,Tatera,robusta,93,NA,NA,NA,NA,NA,NA,5.15,NA
Rodentia,Muridae,Tatera,valida,113,NA,NA,NA,30,3.25,NA,4.33,2
Rodentia,Muridae,Tatera,brantsii,75,0.75,5.13,0.83,45,5.5,NA,2.83,4
Rodentia,Muridae,Tatera,indica,146.67,0.87,3,0.79,NA,2.86,84,5.42,4.17
Rodentia,Muridae,Tatera,nigricauda,114,NA,NA,NA,NA,NA,NA,NA,5
Rodentia,Muridae,Tatera,afra,74.8,0.75,4.5,NA,NA,5,NA,NA,6.5
Rodentia,Muridae,Taterillus,emini,NA,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Taterillus,pygargus,48.1,0.88,NA,0.75,NA,3,NA,4,NA
Rodentia,Muridae,Taterillus,gracilis,51.85,0.87,NA,NA,NA,3,NA,4.5,NA
Rodentia,Muridae,Thallomys,paedulcus,77.43,NA,2.65,0.98,NA,3.57,NA,3,NA
Rodentia,Muridae,Thamnomys,venustus,65,0.8,NA,0.8,NA,2.74,NA,NA,NA
Rodentia,Muridae,Tylomys,nudicaudus,280,1.32,16.77,0.87,40,3.15,65,2.36,NA
Rodentia,Muridae,Uranomys,ruddi,47,NA,NA,NA,NA,NA,NA,3.58,NA
Rodentia,Muridae,Uromys,caudimaculatus,625,1.29,20,1.33,NA,6,NA,2.06,NA
Rodentia,Muridae,Vandeleuria,nolthenii,56.6,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Muridae,Wiedomys,pyrrhorhinos,47,NA,NA,NA,NA,NA,NA,3.8,NA
Rodentia,Muridae,Zelotomys,woosnami,54.5,1.03,NA,NA,NA,NA,NA,4.68,NA
Rodentia,Muridae,Zygodontomys,brevicauda,58,0.87,3.64,0.48,22,1.44,NA,4.32,5.5
Rodentia,Muridae,Zyzomys,maini,94,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Muridae,Zyzomys,argurus,50,1,NA,1.17,14,NA,NA,2.5,NA
Rodentia,Muridae,Zyzomys,woodwardi,130,NA,NA,1.17,NA,NA,NA,NA,0.75
Rodentia,Myocastoridae,Myocastor,coypus,7150,4.43,196.36,1.9,1533.33,5.25,79,4.88,2.32
Rodentia,Myoxidae,Dryomys,laniger,NA,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Myoxidae,Dryomys,nitedula,25,0.81,1.6,1,NA,NA,48,3.33,1.21
Rodentia,Myoxidae,Eliomys,quercinus,115,0.74,NA,1,NA,18,60,4.89,1.21
Rodentia,Myoxidae,Glirulus,japonicus,27,1,NA,NA,NA,NA,NA,4,1.5
Rodentia,Myoxidae,Graphiurus,crassicaudatus,NA,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Myoxidae,Graphiurus,murinus,24,0.8,3.5,NA,NA,NA,69,3,2
Rodentia,Myoxidae,Graphiurus,ocularis,68.8,NA,NA,NA,25.6,NA,NA,5,4
Rodentia,Myoxidae,Muscardinus,avellanarius,27.33,0.79,0.8,1.27,NA,16.5,72,4.33,1.5
Rodentia,Myoxidae,Myoxus,glis,125,0.94,1.5,1.07,NA,10.6,104,4.73,1.19
Rodentia,Octodontidae,Octodon,degus,235,2.96,14.1,1.19,71.2,10.9,85,5.28,1.75
Rodentia,Octodontidae,Octodontomys,gliroides,158,3.39,16.67,1.38,NA,NA,88,2.03,NA
Rodentia,Octodontidae,Spalacopus,cyanus,98.05,NA,NA,NA,NA,NA,70,2.35,1.75
Rodentia,Pedetidae,Pedetes,capensis,3500,2.53,264.5,1.64,1300,34,228,1,3.6
Rodentia,Petromuridae,Petromus,typicus,200,NA,NA,NA,NA,NA,NA,1.88,1
Rodentia,Sciuridae,Ammospermophilus,harrisii,126,0.97,3.8,1.69,45,10.5,NA,6.75,1
Rodentia,Sciuridae,Ammospermophilus,nelsoni,154.5,0.87,4.88,NA,41,NA,68,8,1
Rodentia,Sciuridae,Ammospermophilus,interpres,110.2,NA,NA,NA,27.5,NA,NA,9.5,1
Rodentia,Sciuridae,Ammospermophilus,leucurus,97.5,1.04,3.36,2.2,60,12,70,8.61,1.33
Rodentia,Sciuridae,Callosciurus,prevostii,400,1.57,16.35,NA,NA,NA,NA,1.8,NA
Rodentia,Sciuridae,Callosciurus,caniceps,30,NA,NA,NA,NA,NA,NA,2.2,NA
Rodentia,Sciuridae,Callosciurus,nigrovittatus,202,NA,NA,NA,NA,NA,NA,2.2,NA
Rodentia,Sciuridae,Callosciurus,notatus,190,NA,NA,NA,NA,NA,115,3.07,NA
Rodentia,Sciuridae,Cynomys,ludovicianus,863,1.11,15.38,1.89,140.57,26.24,102,4,1
Rodentia,Sciuridae,Cynomys,gunnisoni,816.67,1,NA,1.5,NA,11.59,NA,4.27,1
Rodentia,Sciuridae,Cynomys,parvidens,516,NA,NA,NA,NA,12,NA,4.95,1
Rodentia,Sciuridae,Cynomys,leucurus,873.5,1,NA,NA,NA,23.75,NA,5.67,1
Rodentia,Sciuridae,Cynomys,mexicanus,828.1,NA,NA,1.52,NA,NA,NA,6,1
Rodentia,Sciuridae,Dremomys,lokriah,172.5,NA,NA,NA,NA,NA,85,3.5,NA
Rodentia,Sciuridae,Epixerus,ebii,388,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Exilisciurus,exilis,14.6,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Sciuridae,Funambulus,sublineatus,NA,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Funambulus,palmarum,NA,1.13,NA,NA,NA,NA,NA,2.58,NA
Rodentia,Sciuridae,Funambulus,pennantii,147.65,1.33,NA,2,NA,7.68,NA,3.5,2.67
Rodentia,Sciuridae,Funisciurus,anerythrus,218,NA,NA,NA,NA,NA,NA,1.5,NA
Rodentia,Sciuridae,Funisciurus,lemniscatus,141,NA,NA,NA,NA,NA,NA,1.8,NA
Rodentia,Sciuridae,Funisciurus,pyrropus,271.67,NA,NA,NA,NA,NA,NA,1.8,NA
Rodentia,Sciuridae,Funisciurus,congicus,106,1.73,9.96,1.67,NA,NA,114,2,2
Rodentia,Sciuridae,Glaucomys,sabrinus,132.17,1.32,5.62,2.12,33.87,7.83,156,3.33,1
Rodentia,Sciuridae,Glaucomys,volans,65.38,1.32,3.49,1.75,44.6,10.84,170,3.17,1.33
Rodentia,Sciuridae,Heliosciurus,rufobrachium,326.5,NA,NA,NA,NA,NA,NA,2.8,NA
Rodentia,Sciuridae,Hylopetes,alboniger,240,NA,NA,NA,NA,NA,NA,2.33,NA
Rodentia,Sciuridae,Hylopetes,fimbriatus,510,NA,NA,2.5,NA,NA,NA,3.4,2
Rodentia,Sciuridae,Iomys,horsfieldi,120,NA,NA,NA,NA,NA,NA,2.38,NA
Rodentia,Sciuridae,Marmota,menzbieri,NA,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Sciuridae,Marmota,camtschatica,NA,NA,33,NA,NA,36,NA,5.5,NA
Rodentia,Sciuridae,Marmota,vancouverensis,4750,1,NA,NA,NA,39,NA,3.33,0.5
Rodentia,Sciuridae,Marmota,olympus,6300,1,NA,NA,NA,32,NA,4,0.5
Rodentia,Sciuridae,Marmota,caligata,6343.33,0.94,NA,0.92,NA,29.85,NA,4.2,0.5
Rodentia,Sciuridae,Marmota,bobak,NA,1.35,35.5,NA,NA,36,180,4.83,0.83
Rodentia,Sciuridae,Marmota,flaviventris,2930,1,33.8,0.89,478.83,26.83,NA,4.4,0.94
Rodentia,Sciuridae,Marmota,broweri,3180,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Sciuridae,Marmota,marmota,2010,1.17,29.67,1.77,NA,30,180,4.38,1
Rodentia,Sciuridae,Marmota,sibirica,8e3,1.37,NA,NA,NA,NA,NA,4.5,1
Rodentia,Sciuridae,Marmota,monax,3413,1.09,27.43,1.57,248,17.81,116,4.5,1
Rodentia,Sciuridae,Marmota,caudata,4100,1,NA,NA,NA,NA,NA,4.73,1
Rodentia,Sciuridae,Marmota,baibacina,NA,1.33,NA,NA,NA,NA,NA,6,1
Rodentia,Sciuridae,Myosciurus,pumilio,16.5,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Sciuridae,Paraxerus,flavovittis,NA,NA,NA,NA,NA,NA,NA,1.33,NA
Rodentia,Sciuridae,Paraxerus,poensis,134,NA,9.91,NA,NA,4.2,NA,1.43,NA
Rodentia,Sciuridae,Paraxerus,ochraceus,NA,NA,NA,NA,NA,NA,NA,2.5,NA
